Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q14_6_TEXT,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q29,Q30,Q31,Q32,Q32_10_TEXT,Q33,Q33_6_TEXT,Q34,Q35,Q35_16_TEXT,Q36,Q36_16_TEXT,Q37,Q37_16_TEXT,Q38,Q39,Q40,Q41,Q42,Q42_8_TEXT,Q43,Q44,Q45_1,Q46_1,Q47,Q48,Q48_16_TEXT,Q49_1_x,Q49_1_y,Q49_2_x,Q49_2_y,Q49_3_x,Q49_3_y,Q49_4_x,Q49_4_y,Q49_5_x,Q49_5_y,Q49_6_x,Q49_6_y,Q49_7_x,Q49_7_y,Q49_8_x,Q49_8_y,Q49_9_x,Q49_9_y,Q49_10_x,Q49_10_y,Q49,Q50,Q51,Q52,Q53,Q53_4_TEXT,Q54,Q55,Q55_6_TEXT,Q56,Q56_4_TEXT,Q57,Q57_6_TEXT
19,Undergraduate,Medicine,First,Female,Cisgender,Bisexual,Yes,2-3 times a week,"Wine,Spirits,Cider",Yes,Yes,"To get drunk,To relax,It's fun",None,Yes,Vomitted,10-12,Yes,"Cigarettes,Vapes","Pre–rolled, regular size (Straights)",OTHER,3-5,No,Disposable,None,None,The battery dies before I finish,None,None,None,None,None,None,None,No,"Marijuana,Cocaine (powder),Ketamine",None,None,None,Heroin,None,None,On Special Occasions,None,No,"To enjoy yourself,To experience something different",None,None,None,16,18,"Alcohol,Nicotine,Other Drugs",Ketamine,None,302,248,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Union Building,"Spliff (marijuana with tobacco, rolling paper)",No,No,None,None,No,Bumming off a friend,None,None,None,None,None
20,Undergraduate,Biochemistry,Second,Female,Cisgender,Bisexual,Yes,4-6 times a week,"Beer,Wine,Spirits",Yes,I don't know/ unsure,"I like the taste,To get drunk,It's fun",None,Yes,Vomitted,4-6,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,Marijuana,None,None of the above,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",None,None,On Special Occasions,None,No,To experience something different,None,Greened out,None,16,16,Alcohol,None,None,300,283,511,919,704,618,224,670,1184,494,746,746,None,None,None,None,None,None,None,None,"Union Building,SAF/ RCS,Sherfield/ Great Hall,CAGB,Other","Blunt (pure marijuana, cigar or tobacco leaf wrapping)",Yes,Yes,Gummies,None,No,OTHER,Dispensary,None,None,None,None
21,Undergraduate,Biochemistry,SKIP,SKIP,Cisgender,Gay,Yes,Fortnightly,"Beer,Wine,Spirits,Cider",Yes,Yes,It's fun,None,No,Hungover,1-3,Socially,Cigarettes,"Pre–rolled, large size (Superkings),Roll your own (Rollies)","Marlboro,Amber Leaf",1-2,Yes,None,None,None,None,None,None,None,None,None,None,None,I have successfully quit,"Marijuana,MDMA/ Ecstasy,Acid/ LSD,Psilocybin",None,"Marijuana,MDMA/ Ecstasy,Acid/ LSD,Psilocybin",None,"Cocaine (powder),Crack Cocaine,Methamphetamine,Nitrous Oxide,Heroin,Amphetamines (speed, ice, uppers, etc),Khat",None,None,On Special Occasions,None,No,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different,Self discovery,Self–medication,Physical performance",None,None,None,14,23,"Alcohol,Nicotine",None,None,30,834,849,837,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Other,"Spliff (marijuana with tobacco, rolling paper)",Unsure,Yes,Laced into food,None,Unsure,"Dealer,Bumming off a friend",None,Can arrange quick delivery,None,Text,None
24,Postgraduate - Research,Chemistry,First,Female,Cisgender,Heterosexual,Yes,Fortnightly,"Beer,Cider",Yes,No,To get drunk,None,No,Hungover,1-3,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,None of the above,None,None ,None,No,None,None,None,None,I have not had sex on drugs,23,None,Alcohol,None,None,324,236,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Union Building,None,None,None,None,None,None,None,None,None,None,None,None
22,Undergraduate,Bioengineering,Fourth,Female,Cisgender,Bisexual,Yes,Every few months,Wine,No,Yes,I like the taste,None,Yes,Vomitted,0-1,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,I have successfully quit,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,None,No,None,None,None,None,I have not had sex on drugs,16,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
19,Undergraduate,Bioengineering,Second,Female,Cisgender,Queer,Yes,Fortnightly,"Wine,Spirits,Cider",Yes,Yes,It's fun,None,Yes,Blacked out,1-3,Yes,Cigarettes,"Pre–rolled, regular size (Straights)",Sterling,1-2,Yes,None,None,None,None,None,None,None,None,None,None,None,Yes,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Amphetamines (speed, ice, uppers, etc)",None,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine,Acid/ LSD",None,"Crack Cocaine,Methamphetamine,Heroin",None,None,On Special Occasions,None,Yes,"To enjoy yourself,To experience something different",None,Severe cocaine overdose.,None,14,16,"Alcohol,Nicotine",None,None,290,297,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Union Building,"Spliff (marijuana with tobacco, rolling paper)",Yes,Yes,Brownies/ baked goods,None,Unsure,"Dealer,Bumming off a friend",None,Can arrange quick delivery,None,Text,None
19,Undergraduate,JMC,Second,Male,Cisgender,Heterosexual,Yes,2-3 times a week,"Beer,Spirits,Cider",Yes,No,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",None,Yes,Vomitted,15+,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,"Marijuana,Psilocybin",None,None of the above,None,"Crack Cocaine,Acid/ LSD,Methamphetamine,Heroin,Amphetamines (speed, ice, uppers, etc),Smart Drugs (Adderall/Ritalin/ etc.)",None,Ketamine,On Special Occasions,None,No,"To relax/ unwind,To feel good,To experience something different",None,None,None,17,17,Alcohol,None,None,289,259,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Union Building,"Joint (pure marijuana, rolling paper),Bong,THC vape (Cart, Penjamins, etc)",Unsure,Yes,Brownies/ baked goods,None,No,"Bumming off a friend,OTHER",Amsterdam coffee shop,None,None,None,None
21,Undergraduate,Medicine,SKIP,Male,Cisgender,Prefer not to say,Yes,2-3 times a week,"Beer,Spirits",Yes,I don't know/ unsure,"I like the taste,To get drunk,It's fun",None,Yes,Blacked out,15+,Socially,"Cigarettes,Vapes","Pre–rolled, regular size (Straights)","Marlboro,Benson & Hedges,Lambert & Butler,John Player Special (JPS)",1-2,No,Disposable,crystal,bull ice,A few days,None,None,None,None,None,None,None,No,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine,Smart Drugs (Adderall/Ritalin/ etc.)",None,"Marijuana,MDMA/ Ecstasy,Ketamine",None,"Crack Cocaine,Methamphetamine,Heroin,Anabolic Steroids,Mephedrone",None,None,On Special Occasions,None,No,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different",None,bugged out at the cinema and had to go home lol ,None,16,15,"Alcohol,Nicotine,Other Drugs","Marijuana,Cocaine (powder),Ketamine",None,1039,611,314,763,359,221,252,235,297,276,None,None,None,None,None,None,None,None,None,None,"Union Building,Dangoor Plaza,Prince's Gardens","Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),Bong,THC vape (Cart, Penjamins, etc)",No,Yes,"Brownies/ baked goods,Gummies",None,Unsure,"Prescription,Dealer,Bumming off a friend,Friend",None,Can arrange quick delivery,None,Text,None
20,Undergraduate,Geology/ Geophysics,Second,Female,Cisgender,Bisexual,Yes,2-3 times a week,"Spirits,Cider",Yes,Yes,"I like the taste,Because my friends do,To relax",None,No,Hungover,4-6,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",None,None,None,Unsure,None,None,None,None,I have not had sex on drugs,17,None,Alcohol,None,None,289,285,331,779,1045,588,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,Dangoor Plaza,Prince's Gardens",None,None,None,None,None,None,None,None,None,None,None,None
21,Undergraduate,OTHER,Third,Male,Cisgender,Bisexual,Yes,4-6 times a week,"Wine,Spirits,Cider",No,No,"To get drunk,Because my friends do,It's fun",None,Yes,Blacked out,13-14,Socially,"Cigarettes,Vapes","Pre–rolled, regular size (Straights),Pre–rolled, thin (Vogues)",Marlboro,1-2,No,Disposable,None,Blue raz,The battery dies before I finish,None,None,None,None,None,None,None,I have successfully quit,"Marijuana,Cocaine (powder),Ketamine,Smart Drugs (Adderall/Ritalin/ etc.)",None,"Marijuana,Cocaine (powder),Ketamine",None,Heroin,None,Mdma,Weekly,None,No,"To feel good,To experience something different,Self–medication",None,None,None,18,20,"Alcohol,Nicotine,Other Drugs","Marijuana,Cocaine (powder),Ketamine",None,296,309,437,230,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,Other","Joint (pure marijuana, rolling paper),Bong",No,Yes,"Brownies/ baked goods,Gummies",None,No,"Bumming off a friend,Partner",None,None,None,None,None
19,Undergraduate,EEE/EIE,First,Male,Cisgender,Heterosexual,Yes,Weekly,"Beer,Spirits,Cider",Yes,Yes,"To get drunk,It's fun",None,Yes,Vomitted,10-12,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,Marijuana,None,"Marijuana,OTHER",alcohol,"Crack Cocaine,Nitrous Oxide",None,"Shrooms, and maybe molly.",Fortnightly,None,No,"To relax/ unwind,To enjoy yourself,To experience something different",None,"Smoked too much weed, had a couple beers earlier too, so slightly crossed. High was pretty uncomfortable, like a mild panic attack. And fairly hungover the next day (significantly more so than I would've been off the drinks alone).",None,16,18,Alcohol,None,None,517,562,315,741,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"EEE Building,Dangoor Plaza","Joint (pure marijuana, rolling paper),THC vape (Cart, Penjamins, etc)",Unsure,No,None,None,Unsure,"Friends dealer,Bumming off a friend,Friend,Parents",None,None,None,None,None
25+,Postgraduate - Research,Bioengineering,Second,Female,Cisgender,Heterosexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
20,Undergraduate,Mechanical Engineering,Second,Male,Cisgender,Heterosexual,Yes,Fortnightly,"Beer,Wine,Spirits,Cider",Yes,Yes,"To get drunk,It's fun",None,Yes,Hospitalised,4-6,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Methamphetamine,Heroin,Anabolic Steroids,Benzodiazepines",None,I'd try weed,None,No,None,None,None,None,I have not had sex on drugs,18,None,Alcohol,None,None,1067,772,1180,612,471,927,741,725,298,287,542,587,None,None,None,None,None,None,None,None,"Union Building,SAF/ RCS,CAGB,Other",None,None,None,None,None,None,None,None,None,None,None,None
21,Undergraduate,JMC,Second,Female,Cisgender,Heterosexual,Yes,Weekly,"Beer,Wine,Spirits,Cider",Yes,No,"I like the taste,To relax",None,Yes,Blacked out,1-3,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,None,No,None,None,None,None,I have not had sex on drugs,16,None,Alcohol,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
24,Postgraduate - Taught,Centre for Environmental Policy,First,Female,Cisgender,Bisexual,Yes,Every few months,"Wine,Spirits,Cider",No,Yes,"To get drunk,Because my friends do",None,Yes,Vomitted,0-1,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,I have successfully quit,"Marijuana,Acid/ LSD,Nitrous Oxide",None,"Marijuana,Acid/ LSD",None,"Cocaine (powder),Crack Cocaine,Heroin,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",None,psilocybin,Monthly,None,No,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different,Self discovery,Self–medication",None,When I took LSD it was extremely intense emotions one after another and I couldn’t sleep for a day afterward ,None,18,19,Alcohol,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper)",Yes,Yes,"Brownies/ baked goods,Laced into food",None,No,"Dealer,Friends dealer,Partner,Friend",None,Need to organise in advance,None,Text,None
20,Undergraduate,Mechanical Engineering,Second,Male,Cisgender,Heterosexual,Yes,2-3 times a week,"Beer,Wine,Spirits",Yes,Yes,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",None,Yes,Blacked out,4-6,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,"Marijuana,MDMA/ Ecstasy,Smart Drugs (Adderall/Ritalin/ etc.)",None,"Marijuana,MDMA/ Ecstasy",None,None of the above,None,None,Weekly,None,No,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different,Self discovery",None,Home made edibles badly dosed. I was 15 and it was our first time doing it. 24h later still high because I could not vomit whereas all my friend vomited. One spent the night crying and the other one playing with his own vomit. Great first experience ,None,14,15,"Alcohol,Other Drugs","Marijuana,Smart Drugs (Adderall/Ritalin/ etc.)",None,960,632,1091,604,1039,563,211,784,None,None,None,None,None,None,None,None,None,None,None,None,"Library,Prince's Gardens","Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),Blunt (pure marijuana, cigar or tobacco leaf wrapping),Bong,THC vape (Cart, Penjamins, etc)",No,Yes,"Brownies/ baked goods,Laced into food,OTHER",Infused olive oil on pretty much everything,Unsure,"Dealer,Group chat(s),Friends dealer,Bumming off a friend",None,Can arrange quick delivery,None,OTHER,Whatsapp
20,Undergraduate,Chemistry,Second,Male,Cisgender,Heterosexual,Yes,2-3 times a week,"Beer,Wine,Spirits,Cider",Yes,Yes,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",None,Yes,Blacked out,15+,Yes,"Vapes,Snus/ Nicotine pouches",None,None,None,None,Disposable,Crystal,Lemon and lime,A day,More than three daily,>30mg,6 dot,Pablo's,None,None,None,Yes,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine,Acid/ LSD",None,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine,Acid/ LSD",None,"Crack Cocaine,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,no more,On Special Occasions,None,Yes,"To relax/ unwind,To feel good,To enjoy yourself",None,Medical tent,None,16,16,"Alcohol,Nicotine,Other Drugs",Marijuana,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Joint (pure marijuana, rolling paper)",Yes,Yes,"Brownies/ baked goods,Gummies",None,Unsure,Dealer,None,Can arrange quick delivery,None,Text,None
22,Undergraduate,Chemistry,Third,Male,Cisgender,Heterosexual,Yes,Daily,"Beer,Wine,Spirits",Yes,I don't know/ unsure,"I like the taste,To get drunk,To relax,It's fun",None,Yes,Blacked out,15+,Yes,Snus/ Nicotine pouches,None,None,None,None,None,None,None,None,More than three daily,15-30mg,6 dot,Velo,None,None,None,No,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine,Amphetamines (speed, ice, uppers, etc),Smart Drugs (Adderall/Ritalin/ etc.)",None,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine,Psilocybin,Amphetamines (speed, ice, uppers, etc),Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines",None,"Crack Cocaine,Methamphetamine,Heroin,Anabolic Steroids,Mephedrone",None,Qualuudes,Weekly,None,No,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different,Self discovery,Self–medication",None,None,None,14,14,"Alcohol,Nicotine,Other Drugs","Marijuana,Ketamine,Amphetamines (speed, ice, uppers, etc),Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines",None,247,770,356,901,247,238,306,300,322,247,None,None,None,None,None,None,None,None,None,None,"Union Building,Library,Chemistry and SECB","Spliff (marijuana with tobacco, rolling paper)",Yes,Yes,"Brownies/ baked goods,Gummies,Laced into food",None,Yes,"Dealer,Group chat(s),Friends dealer,Bumming off a friend,Dark Web,Friend",None,Can arrange quick delivery,None,Text,None
18,Undergraduate,Mathematics,First,Male,Cisgender,Bisexual,Yes,Monthly,"Beer,Wine,Spirits,Cider",Yes,I don't know/ unsure,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",None,Yes,Vomitted,1-3,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat,OTHER",Fentanyl,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None of the above,None,All of them,Daily,None,No,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different,Self discovery,Exam/ academic performance,Physical performance",None,None,None,14,14,"Alcohol,Nicotine,Other Drugs","Marijuana,Cocaine (powder),Crack Cocaine,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,543,702,578,724,602,749,594,765,559,770,538,776,516,773,499,749,511,745,554,748,"Skempton,Other","Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),Blunt (pure marijuana, cigar or tobacco leaf wrapping),Bong,THC vape (Cart, Penjamins, etc),Convection vape",Yes,Yes,"Brownies/ baked goods,Gummies,Laced into food",None,Yes,"Dealer,Bumming off a friend,Dark Web",None,Walking distance,None,Carrier Pigeon,None
22,Postgraduate - Taught,Medicine,First,Female,Cisgender,Heterosexual,Yes,Fortnightly,"Wine,Spirits,Cider",Yes,Yes,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",None,Yes,Vomitted,0-1,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,Marijuana,None,None of the above,None,"Crack Cocaine,MDMA/ Ecstasy,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None!,On Special Occasions,None,No,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different",None,None,None,14,18,"Alcohol,Nicotine",None,None,268,309,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Union Building,"Joint (pure marijuana, rolling paper)",No,No,None,None,No,Bumming off a friend,None,None,None,None,None
24,Undergraduate,Computing,Fourth,Male,Cisgender,Heterosexual,Yes,Fortnightly,"Beer,Wine,Spirits,Cider",Yes,Yes,"I like the taste,To get drunk,To relax,It's fun",None,Yes,Vomitted,1-3,Socially,"Cigarettes,Snus/ Nicotine pouches",Roll your own (Rollies),Imported Brands,1-2,No,None,None,None,None,Once a week,8/9mg,5 dot,Velo,None,None,None,I have successfully quit,"Marijuana,Psilocybin",None,None of the above,None,"Crack Cocaine,Methamphetamine,Heroin,Anabolic Steroids,Benzodiazepines",None,"lsd, mdma",Fortnightly,None,No,"To relax/ unwind,To feel good,To enjoy yourself,Self discovery",None,nah,None,15,16,"Alcohol,Nicotine",None,None,283,299,234,776,69,574,319,671,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,Huxley,Library,Sherfield/ Great Hall","Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),Blunt (pure marijuana, cigar or tobacco leaf wrapping)",Yes,Yes,Brownies/ baked goods,None,No,"Dealer,Friends dealer,Bumming off a friend,Friend,Siblings",None,Need to organise in advance,None,Text,None
19,Undergraduate,Physics,First,Male,Cisgender,Heterosexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,None,No,None,None,None,None,None,None,None,Alcohol,None,None,293,236,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Union Building,None,None,None,None,None,None,None,None,None,None,None,None
23,Undergraduate,Bioengineering,Third,Male,Cisgender,Heterosexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,never ,None,Unsure,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
20,Undergraduate,Bioengineering,Third,Male,Cisgender,Heterosexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,None of the above,None,Adderall,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
19,Undergraduate,Bioengineering,Second,Female,Cisgender,Heterosexual,Yes,Fortnightly,"Beer,Wine,Spirits,Cider",Yes,No,"Because my friends do,It's fun",None,Yes,Blacked out,0-1,Socially,Cigarettes,"Pre–rolled, regular size (Straights)",Marlboro,1-2,No,None,None,None,None,None,None,None,None,None,None,None,I have successfully quit,Marijuana,None,None of the above,None,"Methamphetamine,Heroin,Anabolic Steroids",None,lsd,On Special Occasions,None,No,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different,Self discovery",None,"thought i was trapped under my skin and wanted to see a doctor, but was scared ""the doctors would think im alright and i'd stay stuck""",None,16,17,"Alcohol,Nicotine",None,None,271,290,698,398,123,399,43,846,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,Blackett,Other","Joint (pure marijuana, rolling paper)",Unsure,Yes,Brownies/ baked goods,None,No,Friends dealer,None,None,None,None,None
20,Undergraduate,Computing,Second,Female,Cisgender,Queer,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",None,Adderall,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
23,Postgraduate - Research,Physics,Fifth,Female,Cisgender,Queer,Yes,Fortnightly,"Beer,Wine,Spirits,Cider",Yes,Yes,"I like the taste,To relax,It's fun",None,Yes,Hungover,0-1,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,Marijuana,None,None of the above,None,"Cocaine (powder),Crack Cocaine,Methamphetamine,Heroin,Benzodiazepines,Khat",None,None,On Special Occasions,None,No,To experience something different,None,None,None,15,23,Alcohol,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Joint (pure marijuana, rolling paper)",No,No,None,None,No,Friend,None,None,None,None,None
18,Undergraduate,Materials,First,Female,Cisgender,Bisexual,Yes,Weekly,"Wine,Spirits,Cider",Yes,No,"To get drunk,It's fun",None,Yes,Blacked out,4-6,Socially,"Cigarettes,Vapes","Pre–rolled, regular size (Straights)",Marlboro,1-2,No,"Disposable,Reusable with Pods,Reusable with e-Liquid",crystal bar,strawberry,The battery dies before I finish,None,None,None,None,None,None,None,No,Marijuana,None,None of the above,None,"Psilocybin,Nitrous Oxide,Heroin,Anabolic Steroids,Mephedrone,Benzodiazepines,Khat",None,None,On Special Occasions,None,No,To experience something different,None,None,None,16,18,"Alcohol,Nicotine",None,None,771,617,1074,775,1168,590,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"CAGB,Other","THC vape (Cart, Penjamins, etc)",No,No,None,None,No,Bumming off a friend,None,None,None,None,None
19,Undergraduate,Biology,First,Female,Cisgender,Heterosexual,Yes,Weekly,Beer,No,I don't know/ unsure,"I like the taste,OTHER",For the mood,No,Hungover,1-3,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,None,No,None,None,None,None,I have not had sex on drugs,19,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
