Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q14_6_TEXT,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q29,Q30,Q31,Q32,Q32_10_TEXT,Q33,Q33_6_TEXT,Q34,Q35,Q35_16_TEXT,Q36,Q36_16_TEXT,Q37,Q37_16_TEXT,Q38,Q39,Q40,Q41,Q42,Q42_8_TEXT,Q43,Q44,Q45_1,Q46_1,Q47,Q48,Q48_16_TEXT,Q49_1_x,Q49_1_y,Q49_2_x,Q49_2_y,Q49_3_x,Q49_3_y,Q49_4_x,Q49_4_y,Q49_5_x,Q49_5_y,Q49_6_x,Q49_6_y,Q49_7_x,Q49_7_y,Q49_8_x,Q49_8_y,Q49_9_x,Q49_9_y,Q49_10_x,Q49_10_y,Q49,Q50,Q51,Q52,Q53,Q53_4_TEXT,Q54,Q55,Q55_6_TEXT,Q56,Q56_4_TEXT,Q57,Q57_6_TEXT
21,Undergraduate,JMC,Second,Prefer not to say,SKIP,SKIP,Yes,Weekly,"Spirits,Cider",No,Yes,"I like the taste,To relax",None,No,Hungover,1-3,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
20,Undergraduate,Earth Science and Engineering,Second,Female,Cisgender,Bisexual,Yes,Daily,"Beer,Wine,Spirits,Cider",Yes,Yes,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",None,No,Blacked out,15+,Yes,"Cigarettes,Vapes,Snus/ Nicotine pouches","Pre–rolled, thin (Vogues)",Amber Leaf,9-11,Yes,Reusable with Pods,Smok ,Lemon and lime ,A few hours,Two-three daily,10-15mg,4 dot,Nordic Spirit,None,None,None,Yes,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Methamphetamine,Nitrous Oxide,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Smart Drugs (Adderall/Ritalin/ etc.)",None,"Cocaine (powder),Ketamine",None,"Heroin,Khat",None,Ayahuasca,Fortnightly,None,No,Self discovery,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
22,Postgraduate - Taught,EEE/EIE,Fifth,Male,Cisgender,Heterosexual,Yes,Fortnightly,"Beer,Wine,Cider",Yes,Yes,"I like the taste,Because my friends do,To relax,It's fun,OTHER",Because my family do,Yes,Vomitted,1-3,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,Marijuana,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
23,Postgraduate - Taught,EEE/EIE,Fifth,Male,Cisgender,Heterosexual,Yes,Fortnightly,"Beer,Wine,Cider",Yes,Yes,"I like the taste,Because my friends do,It's fun,OTHER",Because my family do,Yes,Vomitted,1-3,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,"Marijuana,MDMA/ Ecstasy,Nitrous Oxide,Anabolic Steroids",None,OTHER,Took marajuana with alcohol once.,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Methamphetamine,Nitrous Oxide,Mephedrone,Benzodiazepines,Khat",None,"Drugs proven by randomised controlled trials or meta analyses to be beneficial or healthy for overall health (marajuana debated to be the case) OR drugs that may be legalised in the future and prescribed to treat illnesses or substitutes for different medication (psilocybin to treat depression, steroids for lethargy, heroin as an alternative anaesthetic, etc.)",On Special Occasions,None,No,"To enjoy yourself,OTHER",Steroids was a doctor prescription,"Once took marajuana and ended up being a bad trip (anxiety inducing, panic attack). I no longer touch marajuana (this was when I had it purchased legally in Spain, so this was 100% pure marajuana, guess I wasn’t in the right headspace for it).",None,20,14,Alcohol,None,None,286,289,1174,570,582,570,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,Dalby Court,Other","Joint (pure marijuana, rolling paper)",Unsure,Yes,"Gummies,OTHER","This was the only consumption of marajuana. I never smoked it, but there was no option last query to say I didn’t smoke marajuana.",No,"Prescription,OTHER",“Dealer”: NOx was one time on the street by one guy selling balloons. The marajuana was bought once in Spain.,None,None,None,None
21,Undergraduate,Physics,Fourth,Male,Cisgender,Gay,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
20,Undergraduate,SKIP,SKIP,SKIP,SKIP,SKIP,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
20,Undergraduate,EEE/EIE,Second,Male,Cisgender,Heterosexual,Yes,Weekly,"Wine,Spirits,Cider",No,No,"I like the taste,To relax,It's fun",None,Yes,Vomitted,4-6,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,None,Unsure,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
22,Alumnus,Physics,SKIP,Female,Cisgender,Bisexual,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
21,Undergraduate,Aeronautics,First,Male,SKIP,SKIP,Yes,Monthly,"Beer,Wine,Spirits,Cider",Yes,Yes,"To get drunk,Because my friends do,It's fun",None,Yes,Blacked out,0-1,Yes,Snus/ Nicotine pouches,None,None,None,None,None,None,None,None,Once a week,8/9mg,3 dot,Zyn,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
20,Undergraduate,Chemistry,Second,Male,Cisgender,Heterosexual,Yes,Daily,"Beer,Spirits",Yes,No,"I like the taste,To get drunk,To relax,It's fun",None,Yes,Blacked out,13-14,Yes,"Cigarettes,Vapes","Pre–rolled, regular size (Straights),Pre–rolled, thin (Vogues),Pre–rolled, large size (Superkings),Roll your own (Rollies)","Marlboro,Sterling,Mayfair,Amber Leaf,Imported Brands",20+,Yes,"Disposable,Reusable with e-Liquid",vape,apple,A day,None,None,None,None,None,None,None,No,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None of the above,None,None,Daily,None,No,"Self discovery,Self–medication",None,None,None,14,14,"Alcohol,Nicotine,Other Drugs","Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,893,676,875,646,883,482,689,848,572,790,388,775,288,721,226,689,206,417,363,559,"Library,Skempton,Dangoor Plaza,ACEX,Other",None,None,None,None,None,None,None,None,None,None,None,None
20,Undergraduate,Chemical Engineering,Second,Female,Cisgender,Bisexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
19,Undergraduate,Biology,Second,Female,Cisgender,Bisexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
19,Undergraduate,Biology,Second,Female,Cisgender,Bisexual,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
21,Undergraduate,Physics,Third,Male,Cisgender,Heterosexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
21,Undergraduate,Physics,Third,Male,Cisgender,Heterosexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
23,Undergraduate,Aeronautics,Third,Female,Transgender,Bisexual,Yes,2-3 times a week,"Beer,Wine,Spirits,Cider",No,I don't know/ unsure,"I like the taste,To relax",None,Yes,Vomitted,13-14,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
19,Undergraduate,JMC,First,Prefer not to say,Transgender,Pansexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Psilocybin,Nitrous Oxide,Heroin,Anabolic Steroids,Mephedrone,Benzodiazepines,Khat",None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
19,Undergraduate,Physics,First,Prefer not to say,Cisgender,Prefer not to say,Yes,Every few months,Spirits,Yes,I don't know/ unsure,It's fun,None,No,Hungover,0-1,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
20,Undergraduate,Materials,Second,Female,Cisgender,Heterosexual,Yes,2-3 times a week,"Beer,Wine,Spirits,Cider",No,Yes,"I like the taste,Because my friends do,It's fun",None,Yes,Vomitted,10-12,Yes,"Cigarettes,Vapes","Pre–rolled, thin (Vogues)",OTHER,<1,No,Disposable,x,x,A week,None,None,None,None,None,None,None,I have successfully quit,"Marijuana,OTHER",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
21,Undergraduate,Biochemistry,Second,Female,Cisgender,Bisexual,Yes,Weekly,"Beer,Wine,Cider",No,Yes,"To get drunk,To relax,It's fun",None,Yes,Vomitted,1-3,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,"Marijuana,Psilocybin",None,Marijuana,None,"Cocaine (powder),Crack Cocaine,Ketamine,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",None,None,On Special Occasions,None,No,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
19,Undergraduate,EEE/EIE,Second,Male,Cisgender,Heterosexual,Yes,2-3 times a week,"Beer,Wine,Spirits,Cider",Yes,No,"I like the taste,To get drunk,To relax,It's fun",None,Yes,Blacked out,10-12,Yes,Vapes,None,None,None,None,Reusable with Pods,IQOS,MINT,A week,None,None,None,None,None,None,None,No,Marijuana,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
20,Undergraduate,Bioengineering,Second,SKIP,SKIP,SKIP,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
21,Undergraduate,Biology,Third,Female,Cisgender,Bisexual,Yes,Weekly,"Beer,Wine,Spirits,Cider",Yes,No,"To get drunk,To relax",None,Yes,Blacked out,1-3,Socially,"Cigarettes,Vapes",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
18,Undergraduate,Chemical Engineering,First,Female,Cisgender,Heterosexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
20,Undergraduate,JMC,Second,Male,SKIP,SKIP,Yes,Daily,Beer,Yes,Yes,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",None,Yes,Hospitalised,13-14,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,Marijuana,None,None of the above,None,"Ketamine,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone",None,None,On Special Occasions,None,No,To experience something different,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
19,Undergraduate,Design Engineering,Second,Female,Cisgender,Heterosexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
18,Undergraduate,Chemistry,First,Female,Cisgender,Heterosexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
22,Undergraduate,Physics,Fourth,Female,Cisgender,Heterosexual,Yes,2-3 times a week,"Beer,Wine,Spirits",Yes,Yes,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",None,I don't know/ Unsure,None,1-3,Yes,Cigarettes,"Pre–rolled, regular size (Straights),Roll your own (Rollies)",Marlboro,<1,No,None,None,None,None,None,None,None,None,None,None,None,No,Marijuana,None,None of the above,None,"Crack Cocaine,Acid/ LSD,Psilocybin,Methamphetamine,Heroin,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",None,None,On Special Occasions,None,No,"To relax/ unwind,To feel good,To experience something different",None,I had palpitations and thought my heart was going to explode.,None,16,18,"Alcohol,Nicotine,Other Drugs",Marijuana,None,1102,553,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Prince's Gardens,"Joint (pure marijuana, rolling paper),THC vape (Cart, Penjamins, etc)",No,No,None,None,No,Bumming off a friend,None,None,None,None,None
20,Undergraduate,Geology/ Geophysics,Second,Female,Cisgender,Heterosexual,Yes,Monthly,"Beer,Wine,Spirits,Cider",Yes,Yes,"To get drunk,To relax,It's fun",None,No,None,4-6,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,None,No,None,None,None,None,I have not had sex on drugs,18,None,Alcohol,None,None,342,775,295,289,647,468,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,Dangoor Plaza,Other",None,None,None,None,None,None,None,None,None,None,None,None
20,Undergraduate,Physics,Second,Male,Cisgender,Bisexual,Yes,2-3 times a week,"Wine,Spirits,Cider",Yes,Yes,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",None,Yes,Hospitalised,15+,Socially,"Cigarettes,Vapes,Snus/ Nicotine pouches","Pre–rolled, regular size (Straights),Pre–rolled, thin (Vogues),Pre–rolled, large size (Superkings),Roll your own (Rollies)","Marlboro,Mayfair,Amber Leaf,Imported Brands",<1,No,"Disposable,Reusable with e-Liquid",None,Mentol,The battery dies before I finish,Once a week,10mg,3 dot,Zyn,None,None,None,No,"Marijuana,Ketamine,Acid/ LSD,Psilocybin,Amphetamines (speed, ice, uppers, etc),Smart Drugs (Adderall/Ritalin/ etc.)",None,"Marijuana,Ketamine",None,"Crack Cocaine,Methamphetamine,Heroin,Anabolic Steroids,Khat",None,Mdma cocaine ,On Special Occasions,None,Yes,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different,Self discovery",None,None,None,18,18,"Alcohol,Nicotine,Other Drugs",Marijuana,None,347,769,1093,613,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Dangoor Plaza,Prince's Gardens","Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),Bong,THC vape (Cart, Penjamins, etc)",Yes,Yes,"Brownies/ baked goods,Gummies",None,Unsure,"Prescription,Dealer,Friends dealer,Bumming off a friend,Friend",None,"Can arrange quick delivery,Need to organise in advance",None,Text,None
